Provider ID,Score,HCAHPS Score,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote
70003,1.09,,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,8609286541,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
100035,1.09,,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,MANATEE,9417465111,Acute Care Hospitals,Proprietary,Yes,Y,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
100173,1.09,,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,HILLSBOROUGH,8136157200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
100248,1.09,,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,PINELLAS,7275885200,Acute Care Hospitals,Proprietary,Yes,Y,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
100291,1.09,,STEWARD MELBOURNE HOSPITAL,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,BREVARD,3217521200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
140065,1.09,,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,7083521200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
140080,1.09,,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,8473164000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
140240,1.09,,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,7089384000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
150042,1.09,,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,KNOX,8128825220,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,
150169,1.09,,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,MARION,3176215335,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
150183,1.09,,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,MONROE,8128251111,Acute Care Hospitals,Proprietary,Yes,Y,3,,Not Available,Results are not available for this reporting period,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
190259,1.09,,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,3377694100,Acute Care Hospitals,Physician,No,Y,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period
310111,1.09,,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,MONMOUTH,7324312000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
360054,1.09,,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,7404465000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Below the national average,
360211,1.09,,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,JEFFERSON,7402837000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
360274,1.09,,MEDICAL CENTER AT ELIZABETH PLACE,ONE ELIZABETH PLACE,DAYTON,OH,45417,MONTGOMERY,9378531053,Acute Care Hospitals,Government - Federal,Yes,Y,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score
370013,1.09,,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,OKLAHOMA,4057523754,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,
370236,1.09,,INTEGRIS HEALTH EDMOND,4801 INTEGRIS PARKWAY,EDMOND,OK,73034,OKLAHOMA,4056573000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
390031,1.09,,LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,17901,SCHUYLKILL,5706214000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
390073,1.09,,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,8148892011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
390119,1.09,,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,LACKAWANNA,5703402100,Acute Care Hospitals,Proprietary,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
440008,1.09,,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,LEXINGTON,TN,38351,HENDERSON,7319681801,Acute Care Hospitals,Proprietary,Yes,Y,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
450135,1.09,,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,8172502100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,
450196,1.09,,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS,TX,75460,LAMAR,9037854521,Acute Care Hospitals,Proprietary,Yes,Y,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450209,1.09,,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD,AMARILLO,TX,79106,POTTER,8063541110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
450469,1.09,,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,GRAYSON,9038704611,Acute Care Hospitals,Proprietary,Yes,Y,1,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450743,1.09,,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,DENTON,9408987000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450801,1.09,,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,BOWIE,9036141000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,
450844,1.09,,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,HARRIS,2814771000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,
670071,1.09,,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT STREET,ARLINGTON,TX,76012,TARRANT,8179603500,Acute Care Hospitals,Proprietary,No,Y,4,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score
30120,1.08,,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,85295,MARICOPA,4808403715,Acute Care Hospitals,Proprietary,Yes,Y,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
50158,1.08,,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,8189955000,Acute Care Hospitals,Proprietary,Yes,Y,4,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
50350,1.08,,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
50426,1.08,,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
50758,1.08,,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Not Available,Results are not available for this reporting period,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
60075,1.08,,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,9709456535,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
100052,1.08,,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,POLK,8632931121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
100081,1.08,,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,32435,WALTON,8509514500,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period
100181,1.08,,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,MIAMI-DADE,3052847500,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
100242,1.08,,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,8507477926,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
140122,1.08,,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DUPAGE,6308569000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
140252,1.08,,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,COOK,8476181000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,
150002,1.08,,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,2198864000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
150149,1.08,,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,WARRICK,8128424200,Acute Care Hospitals,Proprietary,Yes,Y,4,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score
190026,1.08,,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,71301,RAPIDES,3187693000,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,
190090,1.08,,WINN PARISH MEDICAL CENTER,301 W BOUNDARY AVE,WINNFIELD,LA,71483,WINN,3186483000,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
250168,1.08,,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GRENADA,6622277000,Acute Care Hospitals,Government - State,Yes,Y,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,
290045,1.08,,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,7026165000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,
310016,1.08,,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,HUDSON,2017958200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
310039,1.08,,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,MIDDLESEX,7324423700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
310091,1.08,,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,8079,SALEM,8569351000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
330027,1.08,,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,5165720123,Acute Care Hospitals,Government - Local,Yes,Y,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,
330141,1.08,,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,6316547100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
330158,1.08,,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,9143685000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
330234,1.08,,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,9142857017,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
360025,1.08,,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,4195577400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,
360150,1.08,,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,CUYAHOGA FALLS,OH,44223,SUMMIT,3309717000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
360161,1.08,,ST JOSEPH WARREN HOSPITAL,667 EASTLAND AVE SE,WARREN,OH,44481,TRUMBULL,3308414000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Above the national average,
390016,1.08,,JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,7246589001,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,
390072,1.08,,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,5707595020,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
390265,1.08,,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,ALLEGHENY,4124695000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
440016,1.08,,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,7319864461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period
440018,1.08,,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,4235421300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
450010,1.08,,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,WICHITA,9407643055,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450046,1.08,,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NUECES,3619024103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
450090,1.08,,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,COOKE,9406128600,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
450097,1.08,,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA,TX,77504,HARRIS,7133591000,Acute Care Hospitals,Proprietary,Yes,Y,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
450102,1.08,,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,SMITH,9035938441,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,
450124,1.08,,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,601 E 15TH STREET,AUSTIN,TX,78701,TRAVIS,5123247000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
450147,1.08,,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,77902,VICTORIA,3615757441,Acute Care Hospitals,Proprietary,Yes,Y,3,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,
450200,1.08,,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501,BOWIE,9037988000,Acute Care Hospitals,Physician,Yes,Y,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,
450222,1.08,,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE,TX,77304,MONTGOMERY,9365391111,Acute Care Hospitals,Proprietary,Yes,Y,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,
450347,1.08,,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,WALKER,9362913411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450465,1.08,,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,MATAGORDA,9792456383,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450617,1.08,,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,HARRIS,2813322511,Acute Care Hospitals,Proprietary,Yes,Y,3,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
450775,1.08,,KINGWOOD MEDICAL CENTER,22999 US HWY 59,KINGWOOD,TX,77325,HARRIS,2813597500,Acute Care Hospitals,Proprietary,Yes,Y,2,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period
450827,1.08,,KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,WICHITA,9406925888,Acute Care Hospitals,Proprietary,Yes,Y,4,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,
450840,1.08,,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,COLLIN,9727476197,Acute Care Hospitals,Government - Federal,Yes,Y,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
450853,1.08,,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,COLLIN,2146182000,Acute Care Hospitals,Proprietary,Yes,Y,5,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period
670041,1.08,,SETON MEDICAL CENTER WILLIAMSON,201 SETON PARKWAY,ROUND ROCK,TX,78664,WILLIAMSON,5123240000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,
670044,1.08,,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,ROCKWALL,4696981000,Acute Care Hospitals,Physician,Yes,Y,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,
50002,1.07,,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,
50104,1.07,,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,3109008900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
